Author,Articles,Year Range,Average
Mu, Guanglun Michael,10,2015-2024,1
Mu, Keli,2,2009-2013,0.4
Mu, Lanlan,2,2019-2019,2
Mu, Yuxuan,1,2023-2023,1
Ngo Quang Minh Hai,1,2018-2018,1
Ngo Van Long,1,2019-2019,1
Ngoc Thang Ha,1,2022-2022,1
Nguyen Bich Hong,1,2021-2021,1
Nguyen Ngoc Long,1,2020-2020,1
Nguyen Nhat Thu Le,1,2019-2019,1
Nguyen Thi Ngoc Ha,3,2022-2023,1.5
Nguyen Thi Thanh Tu,2,2021-2021,2
Nguyen Xuan Hong,1,2020-2020,1
Nguyen-Thinh Le,1,2013-2013,1
Ni, Anna,4,2020-2023,1
Ni, Anna Ya,4,2013-2023,0.36
Ni, Chaoqun,2,2024-2024,2
Ni, Chen,1,2014-2014,1
Ni, Dawei,1,2021-2021,1
Ni, H. Wenwen,1,2020-2020,1
Ni, Jingwen,1,2019-2019,1
Ni, Ji-Qin,1,2024-2024,1
Ni, Lijun,1,2024-2024,1
Ni, Q,1,2004-2004,1
Ni, Q.,1,2008-2008,1
Ni, Yibin (Amanda),1,2021-2021,1
Ni, Yongmei,2,2019-2023,0.4
Nian, Wang,1,2020-2020,1
Nie, Fanhao,1,2021-2021,1
Nie, Jinghua,1,2021-2021,1
Nie, Luke,1,2021-2021,1
Nie, Ming,7,2007-2015,0.78
Nie, Youyan,5,2015-2022,0.62
Ning, Hoi Kwan,1,2016-2016,1
Ning, L,1,2002-2002,1
Ning, Mair,1,2010-2010,1
Ning, Weihong,1,2024-2024,1
Ning, Xiaojie,1,2019-2019,1
Niu, Chunling,2,2017-2022,0.33
Niu, Huidan,1,2024-2024,1
Niu, Li,1,2023-2023,1
Niu, Lian,1,2019-2019,1
Niu, Megan E.,1,2022-2022,1
Niu, Shuanghong Jenny,1,2024-2024,1
Niu, Sunny,1,2013-2013,1
Niu, Sunny X.,2,2010-2013,0.5
Niu, Weihua,1,2013-2013,1
Niu, Xiaoyue,1,2018-2018,1
Niu, Xiaoyue Maggie,1,2019-2019,1
Niu, Yanzhuo,1,2024-2024,1
Niu, Yuanlu,3,2019-2021,1
Niu, Zhijuan,1,2023-2023,1
Nong, Alan,1,2020-2020,1
Nong, Paige,1,2016-2016,1
Ou, Amy Wanyu,2,2024-2024,2
Ou, Joyce,1,2023-2023,1
Ou, Suh-Ruu,5,2006-2020,0.33
Ou, Susan,1,2017-2017,1
Ou, Tzung-Shiang,1,2024-2024,1
Ou, Wanyu Amy,1,2024-2024,1
Ouyang, Fan,3,2018-2019,1.5
Ouyang, Hongliu,1,2024-2024,1
Ouyang, Ziru,1,2023-2023,1
Pan, Alice,1,2015-2015,1
Pan, Cheng-Chang,1,2016-2016,1
Pan, Cheng-Chang (Sam),1,2007-2007,1
Pan, Chengen,1,2023-2023,1
Pan, Daphne,1,2009-2009,1
Pan, Denise,4,2015-2021,0.57
Pan, Edward,1,2018-2018,1
Pan, Evelyn,1,2022-2022,1
Pan, Gaofeng,1,2021-2021,1
Pan, Gary,6,2018-2021,1.5
Pan, Ingrid,1,2019-2019,1
Pan, Irvin L.,1,2017-2017,1
Pan, Jessica,1,2023-2023,1
Pan, Jie,1,2015-2015,1
Pan, Jing-Yu,1,2022-2022,1
Pan, Julia,1,2013-2013,1
Pan, Katharine,1,2022-2022,1
Pan, Kevin,1,2018-2018,1
Pan, Lei,1,2023-2023,1
Pan, Li,1,2024-2024,1
Pan, Qichao,2,2024-2024,2
Pan, Richard J.,2,2009-2010,1
Pan, RJ,1,2006-2006,1
Pan, Rui,2,2013-2013,2
Pan, Rui (Celia),1,2017-2017,1
Pan, Shin Yin,1,2016-2016,1
Pan, Si,1,2018-2018,1
Pan, Stephanie,1,2022-2022,1
Pan, Steven C.,2,2019-2021,0.67
Pan, Tianshu,1,2011-2011,1
Pan, Tianyu,1,2023-2023,1
Pan, Tongyan,1,2016-2016,1
Pan, Tzong-Yang,1,2023-2023,1
Pan, Wei,4,2006-2010,0.8
Pan, Weixiang,1,2014-2014,1
Pan, Xinyu,1,2019-2019,1
Pan, Yanjun,2,2022-2023,1
Pan, Yi,2,2010-2018,0.22
Pan, Yi-Cheng,2,2016-2020,0.4
Pan, Yifan,1,2017-2017,1
Pan, Yue,2,2012-2014,0.67
Pan, Yung-Yi Diana,1,2016-2016,1
Pan, Zexuan,1,2023-2023,1
Pan, Zhaoyi,1,2024-2024,1
Pan, Zilong,3,2017-2024,0.38
Pang, Alexis,1,2020-2020,1
Pang, Bo,2,2017-2018,1
Pang, Bonnie,6,2016-2022,0.86
Pang, Brandon,1,2019-2019,1
Pang, Celeste,1,2024-2024,1
Pang, Chun Ding,1,2020-2020,1
Pang, Elaine L. L.,1,2020-2020,1
Pang, Ethan Loke-Wee,1,2022-2022,1
Pang, Feng,1,2024-2024,1
Pang, Hanqing,1,2023-2023,1
Pang, Jane Ka'ala,1,2019-2019,1
Pang, Jocelyn,1,2013-2013,1
Pang, Joyce S.,2,2012-2022,0.18
Pang, Karl H.,2,2017-2020,0.5
Pang, Kuin Tian,1,2024-2024,1
Pang, Li Li Lily,1,2024-2024,1
Pang, Linda,1,2018-2018,1
Pang, Myoung Eun,1,2024-2024,1
Pang, N. Celeste,1,2015-2015,1
Pang, Nelson,2,2024-2024,2
Pang, Nicholas Tze Ping,1,2023-2023,1
Pang, Priscilla,1,2024-2024,1
Pang, Samarnh,1,2023-2023,1
Pang, Sharon,1,2021-2021,1
Pang, Stephen C.,1,2012-2012,1
Pang, Su Seng,1,2012-2012,1
Pang, Su-Seng,1,2012-2012,1
Pang, Toh Yen,3,2022-2024,1
Pang, Valerie Ooka,1,2015-2015,1
Pang, Victor Kaiwi,1,2019-2019,1
Pang, Vincent,4,2013-2019,0.57
Pang, Wei Ming,2,2022-2023,1
Pang, Wyki G.,1,2012-2012,1
Pang, Yanhui,2,2018-2019,1
Pei, Bo,2,2023-2024,1
Pei, Hang,1,2021-2021,1
Pei, Jacqueline,2,2017-2022,0.33
Pei, Jianting,1,2024-2024,1
Pei, Julia,1,2023-2023,1
Pei, Linlin,2,2023-2024,1
Pei, Oh Siew,1,2020-2020,1
Pei, Shaohua (Linda),1,2018-2018,1
Pei, Wong,1,2010-2010,1
Pei, Yalian,1,2023-2023,1
Pei, Yiying,2,2018-2024,0.29
Peng, Ann C.,2,2015-2021,0.29
Peng, Anqi,4,2021-2024,1
Peng, Chao-Ying Joanne,2,2012-2014,0.67
Peng, Chew Fong,3,2023-2024,1.5
Peng, CYJ,3,2002-2004,1
Peng, Cynthia,1,2022-2022,1
Peng, Cynthia R.,1,2021-2021,1
Peng, Fanke,2,2022-2024,0.67
Peng, Hao-Che,1,2019-2019,1
Peng, Hui,1,2022-2022,1
Peng, Iris,2,2020-2020,2
Peng, Iverlyn,1,2019-2019,1
Peng, Jun,1,2022-2022,1
Peng, Kaiping,1,2011-2011,1
Peng, Lisha,1,2021-2021,1
Peng, Liyu,1,2022-2022,1
Peng, Lujie,1,2024-2024,1
Peng, Menglu,1,2021-2021,1
Peng, Mike W.,1,2010-2010,1
Peng, Ming-Te,1,2023-2023,1
Peng, Peng,4,2017-2024,0.5
Peng, Qingjin,1,2020-2020,1
PENG, R,1,1995-1995,1
Peng, Sheng-Hsiang Lance,1,2024-2024,1
Peng, Suhao,1,2023-2023,1
Peng, Wei,1,2016-2016,1
Peng, X. I. A. O. B. O.,1,2023-2023,1
Peng, Xiaobo,1,2020-2020,1
Peng, Xiayu,1,2021-2021,1
Peng, Yuhao,1,2019-2019,1
Pham Thi Tai,1,2017-2017,1
Phan Le Ha,6,2013-2022,0.6
Phan Thi Ngoc Le,1,2023-2023,1
Phan Xuan Tan,1,2021-2021,1
Phan-Quoc Le,1,2022-2022,1
Phuc Nguyen Hong,1,2023-2023,1
Pi, F,1,1997-1997,1
Ping, CJ,1,1997-1997,1
Ping, Cui,1,2021-2021,1
Ping, Irene Lue Leh,1,2019-2019,1
Ping, Kong Hie,2,2019-2020,1
Ping, Raedy,1,2022-2022,1
Pu, Pu,2,2023-2024,1
Pu, Ruihui,1,2022-2022,1
Pu, Shi,4,2016-2021,0.67
Qi, Baiyu,1,2023-2023,1
Qi, Baomin,1,2020-2020,1
Qi, Bingxin,1,2022-2022,1
Qi, Cathy Huaqing,1,2023-2023,1
Qi, Grace Yue,8,2018-2024,1.14
Qi, H.,1,2024-2024,1
Qi, Hongxia,2,2019-2021,0.67
Qi, Jing,4,2021-2024,1
Qi, Qin,1,2024-2024,1
Qi, Runzhang,1,2018-2018,1
Qi, Ruoxi,1,2021-2021,1
Qi, Sangge,1,2024-2024,1
Qi, Steven S.,1,2024-2024,1
Qi, Wei (Gabriel),1,2019-2019,1
Qi, Wen,1,2021-2021,1
Qi, Y. (Wang),1,2013-2013,1
Qi, Yan Ping,1,2023-2023,1
Qi, Yongyue,2,2014-2016,0.67
Qi, Zhengwen,2,2023-2023,2
Qian, Cheng,1,2024-2024,1
Qian, F,1,1999-1999,1
Qian, F.,1,2013-2013,1
Qian, Gaoyin,1,2015-2015,1
QIAN, GY,1,1995-1995,1
Qian, Hong,2,2013-2020,0.25
Qian, Jingjing,1,2021-2021,1
Qian, Jiwei,1,2018-2018,1
Qian, Jun,1,2008-2008,1
Qian, Li,1,2023-2023,1
Qian, Meihua,7,2018-2024,1
Qian, Qi,1,2020-2020,1
Qian, Wei,1,2017-2017,1
Qian, Xiaolin,1,2022-2022,1
Qian, Xiaoning,1,2023-2023,1
Qian, Xiaoyu,1,2011-2011,1
Qian, Xueqin,4,2018-2024,0.57
Qian, Yingxiao,3,2022-2024,1
Qian, Yizhou,1,2024-2024,1
Qian, Yue,1,2023-2023,1
Qian, Zhiying,1,2022-2022,1
Qiang, Qiang,1,2024-2024,1
Qiang, Zhe,4,2020-2024,0.8
Qiao, Jianshu,1,2024-2024,1
Qiao, Shan,2,2022-2024,0.67
Qiao, Wang,1,2023-2023,1
Qiao, Xin,1,2019-2019,1
Qiao, Xue,1,2022-2022,1
Qin, Coral Yiwei,1,2022-2022,1
Qin, Desiree Baolian,1,2024-2024,1
Qin, Dongxiao,1,2006-2006,1
Qin, Hong,2,2021-2022,1
Qin, Jian,1,2016-2016,1
Qin, Jingjing,1,2013-2013,1
Qin, Kongji,2,2019-2021,0.67
Qin, Lu,1,2017-2017,1
Qin, Pei,1,2017-2017,1
Qin, Ruolin,1,2023-2023,1
Qin, Tian,1,2024-2024,1
Qin, Tianyu,2,2018-2021,0.5
Qin, Tina,1,2021-2021,1
Qin, Xu,1,2021-2021,1
Qin, Y.,1,2016-2016,1
Qin, Yiheng,1,2018-2018,1
Qin, Zhen,1,2016-2016,1
Qiu, Cecil,2,2022-2023,1
Qiu, Fang-fang,1,2010-2010,1
Qiu, Jack,1,2013-2013,1
Qiu, Jingjing,1,2023-2023,1
Qiu, Mei,1,2017-2017,1
Qiu, Mingzhu,5,2012-2019,0.62
Qiu, Robin G.,2,2016-2019,0.5
Qiu, Ruoyi,1,2024-2024,1
Qiu, Shaoping,1,2022-2022,1
Qiu, Shuang,1,2023-2023,1
Qiu, Tairan,3,2023-2024,1.5
Qiu, Tian,2,2014-2017,0.5
Qiu, Wei,1,2024-2024,1
Qiu, Xiangwen,1,2021-2021,1
Qiu, Xuemei,1,2005-2005,1
Qiu, Yinglong,2,2023-2024,1
Qiu, Yujia,1,2024-2024,1
Qiu, Yunjing,1,2024-2024,1
Qiu, Yuqing,1,2022-2022,1
Qiu, Yuxi,1,2024-2024,1
Qu, Fei,1,2014-2014,1
Qu, Haiyan,1,2011-2011,1
Qu, Ke,1,2021-2021,1
Qu, Kunyang,1,2024-2024,1
Qu, Lei,1,2020-2020,1
Qu, Meng,1,2024-2024,1
Qu, Ming,2,2010-2021,0.17
Qu, Mingxin,1,2024-2024,1
Qu, Xiao,2,2022-2024,0.67
Qu, Yao,1,2024-2024,1
Qu, Yunxi,1,2024-2024,1
Qu, ZH,1,2004-2004,1
Qu, Zhihua,1,2006-2006,1
Qu, Zhuohua,1,2021-2021,1
Quan Nha Hong,1,2022-2022,1
Quan, Gina,1,2019-2019,1
Quan, Gina M.,7,2016-2022,1
Quan, HD,1,2000-2000,1
Quan, Hude,1,2010-2010,1
QUAN, J,1,1995-1995,1
Quan, Judy,2,2019-2019,2
Quan, Nguyen Khoi,1,2022-2022,1
Quan, Rose,2,2013-2016,0.5
Quan, Stuart F.,1,2024-2024,1
Quan, Yixue,1,2023-2023,1
Quang Huu Cao,1,2023-2023,1
Quang Tuan Le,1,2016-2016,1
Que Anh Dang,2,2013-2018,0.33
Que, Joyce Jamilla,1,2008-2008,1
Quynh Le,1,2012-2012,1
Ran, Florence Xiaotao,5,2018-2023,0.83
Rao, Akkinepally Raghuram,1,2008-2008,1
Rao, Amar,1,2023-2023,1
Rao, Amulya A. Nageswara,1,2019-2019,1
Rao, Analia E.,2,2016-2021,0.33
Rao, Anusha S.,1,2020-2020,1
Rao, Arni S. R. Srinivasa,1,2010-2010,1
Rao, Arthi B.,1,2021-2021,1
Rao, Asha,1,2022-2022,1
Rao, B. Venkateswara,1,2009-2009,1
Rao, Bandlamudi Madhusdhan,1,2017-2017,1
Rao, Chirag Bussa,1,2022-2022,1
Rao, Christopher,1,2014-2014,1
Rao, D. S. Prasada,1,2018-2018,1
Rao, Deepa,3,2011-2014,0.75
Rao, Deepti,1,2018-2018,1
Rao, Dhawaleswar C. H.,1,2020-2020,1
Rao, E. Jagadeswara,1,2018-2018,1
Rao, G. M.,1,2010-2010,1
Rao, Girish N.,1,2022-2022,1
Rao, GN,1,1998-1998,1
Rao, Gottipaty,1,2009-2009,1
Rao, Goutham,1,2010-2010,1
Rao, Guillaume,1,2017-2017,1
Rao, Guruprasad,1,2018-2018,1
Rao, Gururajaprasad Kaggal Lakshmana,1,2020-2020,1
Rao, J. Raghava,1,2014-2014,1
Rao, K. Mallikarjuna,1,2015-2015,1
Rao, Kamakshi V.,2,2020-2023,0.5
Rao, Kavita,8,2011-2024,0.57
Rao, M.,1,1997-1997,1
Rao, Madasu Bhaskara,2,2016-2024,0.22
Rao, Madhu N.,1,2021-2021,1
Rao, Madhu T.,1,2022-2022,1
Rao, Manoj Kumar,1,2024-2024,1
Rao, Matta Vykunta,1,2024-2024,1
Rao, Mayuree,1,2022-2022,1
Rao, Meesala Srinivasa,1,2024-2024,1
Rao, Mohandas K. G.,1,2018-2018,1
Rao, Nagesh,1,2024-2024,1
Rao, Nammi Govinda,1,2024-2024,1
Rao, Namrata,9,2017-2024,1.12
Rao, Neeraj,1,2022-2022,1
Rao, Nidhish,1,2022-2022,1
Rao, NR,2,1998-2000,0.67
Rao, Padma G. M.,2,2021-2022,1
Rao, Pallavi,1,2019-2019,1
Rao, Pradyumna,1,2021-2021,1
Rao, Pramila,1,2016-2016,1
Rao, Pratima,1,2009-2009,1
Rao, Raghavendra,1,2019-2019,1
Rao, Rahul,1,2007-2007,1
Rao, Rajath,1,2023-2023,1
Rao, Ranjani L.,2,2013-2017,0.4
Rao, Rashmi Raghava,1,2020-2020,1
Rao, Reeta P.,1,2024-2024,1
Rao, RVS,1,2017-2017,1
Rao, Sandeep,1,2019-2019,1
Rao, Satya,1,2021-2021,1
Rao, Seela Chiranjeeva,1,2024-2024,1
Rao, Shaila M.,2,2009-2018,0.2
Rao, Shalinee,2,2021-2021,2
Rao, Shreelatha,2,2020-2022,0.67
Rao, Shridevi,1,2020-2020,1
Rao, Siddharth,1,2019-2019,1
Rao, Sowmya R.,2,2010-2022,0.15
Rao, SP,1,2001-2001,1
Rao, Sreenivasaiah Purushothama,1,2014-2014,1
Rao, Sridevi,1,2022-2022,1
Rao, Suresh Rangoji,1,2019-2019,1
Rao, Toluchuri Shalini Shanker,1,2024-2024,1
Rao, V. N. Vimal,1,2023-2023,1
Rao, Venkat K.,1,2023-2023,1
Rao, Vinod,1,2007-2007,1
Rao, Vivek,1,2020-2020,1
Rao, Yeshwant K.,1,2018-2018,1
Ren, Beibei,1,2023-2023,1
Ren, Dianxu,1,2022-2022,1
Ren, Jia,1,2012-2012,1
Ren, Jianhong,1,2010-2010,1
Ren, Jianhua,1,2023-2023,1
Ren, Jolie,2,2020-2020,2
Ren, Lixin,1,2016-2016,1
Ren, Michael,1,2024-2024,1
Ren, Rachel,1,2023-2023,1
Ren, Ronnie Kuo,1,2021-2021,1
Ren, Shuang,1,2017-2017,1
Ren, Simin,1,2024-2024,1
Ren, Wei,1,2023-2023,1
Ren, Xiangshi,1,2024-2024,1
Ren, Xiaoni,1,2016-2016,1
Ren, Xinyue,7,2019-2024,1.17
Ren, Yi Ping,1,2024-2024,1
Ren, Yonggang,1,2024-2024,1
Ren, Zhaomin,1,2010-2010,1
Rong, Hui,1,2015-2015,1
Rong, Lim,1,2023-2023,1
Ru, Lina,1,2015-2015,1
Ruan, Brandon,1,2021-2021,1
Ruan, Henry,1,2023-2023,1
Ruan, Jiening,2,2015-2023,0.22
Ruan, Jieyu,1,2024-2024,1
Ruan, Youjin,4,2015-2022,0.5
Rui, Ning,1,2019-2019,1
Rui, Rachel,1,2024-2024,1
Rui, Tang Jing,1,2020-2020,1
Sang, Aohua,1,2014-2014,1
Sang, James K.,1,2011-2011,1
Sang, Katherine,1,2009-2009,1
Sang, Siyuan,1,2024-2024,1
Sang, Xiaoli,1,2013-2013,1
Sang, Yuan,1,2020-2020,1
Sha, Sha,1,2022-2022,1
Shan, Guogen,1,2017-2017,1
Shan, H.,1,2023-2023,1
Shan, Hairong,2,2020-2022,0.67
Shan, Hongxia,5,2013-2020,0.62
Shan, Huanhuan,1,2021-2021,1
Shan, Judy,1,2023-2023,1
Shan, Limei,1,2024-2024,1
Shan, Shiliang,1,2020-2020,1
Shan, Sofia,1,2024-2024,1
Shang, Lihua,1,2024-2024,1
Shang, Ya-Ting,1,2012-2012,1
Shangguan, Rulan,1,2018-2018,1
Shao, Jia,1,2022-2022,1
Shao, Jing,1,2016-2016,1
Shao, Ling,1,2014-2014,1
Shao, Wei,1,2013-2013,1
Shao, Xiaoping,1,2021-2021,1
Shao, Xiaorong,1,2010-2010,1
Shao, Xin,2,2024-2024,2
She, Caitriona Ni,3,2017-2024,0.38
She, Jinhua,1,2024-2024,1
She, Liane,1,2021-2021,1
She, Long,2,2024-2024,2
She, Minnie Heep Ching,1,2020-2020,1
She, Ruicong,1,2016-2016,1
She, Xiaobo,1,2013-2013,1
She, Yuqi,1,2016-2016,1
Shen, Abra H.,1,2022-2022,1
Shen, Angela,1,2024-2024,1
Shen, Bo,3,2007-2024,0.17
Shen, Brenda,1,2020-2020,1
Shen, Brice O.,1,2012-2012,1
Shen, Chen,1,2022-2022,1
Shen, Chia,1,2016-2016,1
Shen, Demei,3,2008-2020,0.23
Shen, E.,3,2007-2021,0.2
Shen, F,1,2002-2002,1
Shen, Fangyang,1,2023-2023,1
Shen, Fei,1,2024-2024,1
Shen, Grace Shen,1,2022-2022,1
Shen, H,1,2002-2002,1
Shen, Haibo,1,2017-2017,1
Shen, Helen H.,1,2008-2008,1
Shen, HH,1,2003-2003,1
Shen, HK,1,1997-1997,1
Shen, Huizhong,2,2015-2022,0.25
Shen, Hui-zhong,2,2021-2024,0.5
Shen, Ji,4,2010-2018,0.44
Shen, Jialong,1,2017-2017,1
Shen, Jianping,5,2008-2024,0.29
Shen, JP,1,1999-1999,1
Shen, JS,1,1999-1999,1
Shen, Julia W.,1,2020-2020,1
Shen, Jun,2,2014-2024,0.18
Shen, Leon Low Wei,1,2021-2021,1
Shen, Lifen,1,2024-2024,1
Shen, Lijiang,1,2024-2024,1
Shen, Lijun,1,2024-2024,1
Shen, LN,1,2005-2005,1
Shen, Mary R.,1,2022-2022,1
Shen, Megan Johnson,1,2016-2016,1
Shen, Rui,1,2009-2009,1
Shen, Shamy,1,2021-2021,1
Shen, Sherry,1,2020-2020,1
Shen, Shixin Cindy,1,2020-2020,1
Shen, Tianruo,2,2023-2024,1
Shen, Ting,1,2017-2017,1
Shen, Winny,2,2016-2017,1
Shen, Xiaoqi,1,2015-2015,1
Shen, Yan,1,2021-2021,1
Shen, Yanhua,4,2021-2024,1
Shen, Yaqi,2,2023-2023,2
Shen, Yaxi,1,2019-2019,1
Shen, Ye (Sandy),1,2020-2020,1
Shen, Yide,2,2017-2018,1
Shen, Ying Wang,2,2020-2021,1
Shen, Yu,1,2023-2023,1
Shen, Yuqi,1,2023-2023,1
Shen, Yuyang,2,2023-2024,1
Shen, Yuzhong,1,2021-2021,1
Shen, Zhigang,1,2012-2012,1
Shen, Zixing,1,2019-2019,1
Shen, ZJ,1,2005-2005,1
Shen, Zuchao,1,2022-2022,1
Sheng, Alexander Y.,1,2023-2023,1
Sheng, Dachen,1,2024-2024,1
Sheng, Jack,1,2023-2023,1
Sheng, Ruixi,1,2019-2019,1
Sheng, Xiaoming,5,2012-2019,0.62
Shi, Catherine,1,2024-2024,1
Shi, Celia,1,2023-2023,1
Shi, Chao,2,2024-2024,2
Shi, Dexin,6,2019-2023,1.2
Shi, Dongchen,1,2020-2020,1
Shi, Eli Yuan,1,2022-2022,1
Shi, Hanyuan,1,2016-2016,1
Shi, Henry,2,2016-2020,0.4
Shi, Hong,2,2016-2017,1
Shi, Hui,4,2023-2024,2
Shi, Jia,1,2010-2010,1
Shi, Jian,1,2019-2019,1
Shi, Jianlin,1,2023-2023,1
Shi, Jie,1,2018-2018,1
Shi, Jieyu (Jade),1,2021-2021,1
Shi, Jing,1,2022-2022,1
Shi, Jiwei Jenny,1,2012-2012,1
Shi, Judy,1,2016-2016,1
Shi, Kate,1,2021-2021,1
Shi, Kevin,1,2022-2022,1
Shi, Leimin,2,2019-2022,0.5
Shi, Lijing,1,2018-2018,1
Shi, Lili,1,2012-2012,1
Shi, Ling,9,2011-2021,0.82
Shi, Lu,5,2020-2024,1
Shi, Min,1,2019-2019,1
Shi, Molin,1,2021-2021,1
Shi, Qi,2,2023-2024,1
Shi, Qing,1,2012-2012,1
Shi, Qingmin,2,2020-2023,0.5
Shi, Robert,1,2022-2022,1
Shi, Sandra,1,2020-2020,1
Shi, Tiebing,1,2015-2015,1
Shi, Wanzhu,2,2020-2023,0.5
Shi, Wenyangzi,1,2024-2024,1
Shi, Xin,1,2020-2020,1
Shi, Yang,1,2019-2019,1
Shi, Yanjin,2,2024-2024,2
Shi, Yanlin,1,2024-2024,1
Shi, Ying,2,2018-2020,0.67
Shi, Yixun,1,2009-2009,1
Shi, Yongchao,1,2013-2013,1
Shi, Yongren,1,2024-2024,1
Shi, Yubing,1,2017-2017,1
Shi, Yuewei,1,2021-2021,1
Shi, Yuran,1,2020-2020,1
Shi, Zhaolei,2,2018-2022,0.4
Shi, Zhongqi,1,2024-2024,1
Shi, Zihan,2,2011-2013,0.67
Shu, Derek,1,2024-2024,1
Shu, Siwen,1,2017-2017,1
Shu, Yaping,1,2023-2023,1
Shui, Amy,1,2021-2021,1
Shui, Hong,1,2023-2023,1
Si, Bing,1,2024-2024,1
Si, Huili,1,2023-2023,1
Si, Jihyun,1,2014-2014,1
Si, Luo,1,2020-2020,1
Si, Yajuan,1,2016-2016,1
Sima, Ali Reza,1,2019-2019,1
Sima, Ana Margarida Veiga,1,2024-2024,1
Sima, Elena-Diana,2,2018-2018,2
Sima, Herbert,1,2024-2024,1
Sima, Karel,3,2011-2017,0.43
Sima, Mihaela,1,2019-2019,1
Situ, Henry,1,2017-2017,1
Situ, Jenny,1,2022-2022,1
Situ, Yi Zhou,1,2021-2021,1
Song, Ah-Young,1,2020-2020,1
Song, Bailin,1,2006-2006,1
Song, Bee Lian,2,2022-2022,2
Song, Bora,1,2016-2016,1
Song, Borim,3,2022-2024,1
Song, Brian,1,2020-2020,1
Song, Changsoo,1,2021-2021,1
Song, Chi Eun,1,2021-2021,1
Song, Chieun,2,2023-2024,1
Song, Christopher, I,1,2021-2021,1
Song, Chunyan,1,2010-2010,1
Song, Claire,1,2024-2024,1
Song, Crystal,1,2024-2024,1
Song, D.,1,2014-2014,1
Song, Dae-Yup,1,2017-2017,1
Song, David Shuang,1,2022-2022,1
Song, Diana,1,2017-2017,1
Song, Donggil,6,2017-2022,1
Song, Eun Ji,1,2018-2018,1
Song, Eunyoung,2,2014-2016,0.67
Song, Eunyoung Y.,2,2015-2018,0.5
Song, Fei,1,2013-2013,1
Song, Gangbing,1,2017-2017,1
Song, Geraldine,1,2017-2017,1
Song, Hae-Deok,5,2011-2022,0.42
Song, Hairong,2,2021-2023,0.67
Song, Hao,1,2016-2016,1
Song, Hayeon,1,2016-2016,1
Song, HD,1,2006-2006,1
Song, HeeGyoung,1,2022-2022,1
Song, Heejin,1,2023-2023,1
Song, Hongwei,1,2010-2010,1
Song, Huaxin,1,2024-2024,1
Song, Hyekyung,1,2022-2022,1
Song, Hyuksoon S.,1,2015-2015,1
Song, Hyun-a,2,2016-2017,1
Song, Hyun-joo,1,2018-2018,1
Song, Il Han,1,2020-2020,1
Song, Insu,1,2019-2019,1
Song, Inyoung,2,2024-2024,2
Song, Jae W.,1,2010-2010,1
Song, Jaeki,1,2012-2012,1
Song, Jayoung,3,2019-2020,1.5
Song, JH,1,2011-2011,1
Song, Jieun,1,2024-2024,1
Song, Jihee,1,2023-2023,1
Song, Jihoon,2,2024-2024,2
Song, Jing,1,2023-2023,1
Song, Jingzhe,1,2013-2013,1
Song, Jinwoong,2,2022-2024,0.67
Song, John,1,2016-2016,1
Song, Jong Eun,1,2023-2023,1
Song, Ju-Eun,2,2016-2023,0.25
Song, Juhee,1,2011-2011,1
Song, Julie M.,1,2024-2024,1
Song, Julie Myung Ok,1,2024-2024,1
Song, Juyoung,1,2023-2023,1
Song, K. J.,1,2011-2011,1
Song, Kaiwen,1,2021-2021,1
Song, KH,1,2006-2006,1
Song, Ki-il,1,2016-2016,1
Song, Kim,2,2008-2023,0.12
Song, Kim Hyunsook,1,2015-2015,1
Song, Kirsten Younghee,1,2022-2022,1
Song, Kwangok,3,2012-2016,0.6
Song, Kyoung-oh,1,2023-2023,1
Song, Liwen,1,2023-2023,1
Song, Liyan,3,2007-2023,0.18
Song, Lu,1,2024-2024,1
Song, Lynn,1,2021-2021,1
Song, Meiying,1,2017-2017,1
Song, Mengli,7,2010-2024,0.47
Song, Mi Ryoung,1,2021-2021,1
Song, Michelle,1,2024-2024,1
Song, Mi-Kyung,1,2017-2017,1
Song, Min Hae,2,2024-2024,2
Song, Min-Young,1,2024-2024,1
Song, Moohoun,1,2008-2008,1
Song, Sam,1,2021-2021,1
Song, Samuel Y.,2,2023-2024,1
Song, Sejun,1,2021-2021,1
Song, Shanji,1,2016-2016,1
Song, Siyuan,1,2024-2024,1
Song, Sopheak,3,2021-2024,0.75
Song, Steve,1,2010-2010,1
Song, Sue-Yeon,3,2019-2021,1
Song, Sungsoo,1,2010-2010,1
Song, SY,1,2006-2006,1
Song, Wei,1,2023-2023,1
Song, Wei-Yi,1,2015-2015,1
Song, Wenxia,3,2009-2017,0.33
Song, WO,1,1997-1997,1
Song, Won-Ick,1,2022-2022,1
Song, Wonji,1,2024-2024,1
Song, Xianlin,5,2013-2024,0.42
Song, Xiaomei,2,2020-2021,1
Song, Xiaoxia,1,2013-2013,1
Song, XL,1,1997-1997,1
Song, Xu,3,2023-2024,1.5
Song, Yang,1,2020-2020,1
Song, Yanjie,1,2012-2012,1
Song, Yao,1,2022-2022,1
Song, Yeoeun,1,2022-2022,1
Song, Yeoungsuk,3,2015-2022,0.38
Song, Yi,2,2013-2024,0.17
Song, Yi Lin,1,2023-2023,1
Song, Yifeng,1,2021-2021,1
Song, Yosung,1,2020-2020,1
Song, Young Imm Kang,3,2009-2014,0.5
Song, Youngjin,2,2014-2016,0.67
Song, Youngwan,1,2024-2024,1
Song, Yu,1,2015-2015,1
